Day,Time (UTC),Strand,Room,Order,Theme,Authors,Title,Abstract ID & link,Country
Thursday,14,2,2,2,Implicit processes,"Lindner, Helen; Sandlund-Larsson, Gry",Eye-tracking technology to investigate eye contact and attention during music therapy in a patient with vegetative state – a single case study,643,9999
Thursday,14,2,2,3,Implicit processes,"Roos, Marik",The Influences of a Predictive Processing Impairment on the Perception of Music,321,Austria
Thursday,14,3,3,1,Rhythm,"Taher, Cecilia; Kim, Jin Hyun",Melodic repetition contracts the temporal experience of twelve-tone music,459,Germany
Thursday,14,3,3,2,Rhythm,"Fiveash, Anna; Gaudrain, Etienne; Bedoin, Nathalie; Lalitte, Philippe; Tillmann, Barbara",The rhythmic priming effect: Influences of prime duration and speech in noise,663,France
Thursday,14,5,S,1,One World in Song (S),"Rabinowitch, Tal-Chen",Interpersonal synchrony in various expressive modalities as perceived by adults and children,588,Israel
Thursday,14,5,S,2,One World in Song (S),"Baruch, Elana; Gilboa, Avi",Using music as a bridge between conflicting groups: A hands-on workshop,589,?????
Thursday,15,5,S,1,One World in Song (S),"Ward, Rebecca",How the next generation of musicians can become social change agents,597,UK
Thursday,15,5,S,2,One World in Song (S),"Seroussi, Edwin; De Quadros, André; Jobin, Tarana Sarah; Simpkins, C. O.; Cross, Ian",Roundtable discussion: Bringing music to life for social change (in North America & Europe),596,United States
Thursday,14,7,W,1,Research funding ideas-pitch (BA),"Dibben, Nicola; Eerola, Tuomas; MacRitchie, Jenni; Wöllner, Clemens",Research funding ideas-pitch,2016,NA
Thursday,15,1,1,1,Music and health,"MacLean, Jessica A.; Robb, Sheri L.; Holochwost, Steven J.; Stegenga, Kristin A.; Perkins, Susan M.; Russ, Kristen A.; Jacob, Seethal A.; Henley, Amanda K.; Shoop, Jenny M.",Connectivity across disciplines: Approaches to interdisciplinary team science in music and health,554,USA
Thursday,15,1,1,2,Music and health,"Perkins, Rosie; Mason-Bertrand, Adele; Tymoszuk, Ula; Spiro, Neta; Gee, Kate; Williamon, Aaron",How arts engagement can support social connectedness: Results from the HEartS Survey,173,USA
Thursday,15,2,2,1,Improvisation,"Merseal, Hannah M.; Beaty, Roger E.; Kenett, Yoed N.; Lloyd-Cox, James; de Manzano, Örjan; Norgaard, Martin",The Melodicon: Representing Melodic Relationships Using Network Science,307,United States
Thursday,15,2,2,2,Improvisation,"Frieler, Klaus; Beaty, Roger; Norgaard, Martin; Merseal, Hannah; MacDonald, Maryellen; Weiss, Dan",Spontaneous melodic productions of expert musicians contain sequencing biases seen in language production,151,Deutschland
Thursday,15,2,2,3,Improvisation,"Weiss, Michael W.; Peretz, Isabelle",Assessing tonality in sung improvisations,556,Canada
Thursday,15,3,3,1,Rhythm,"Poudrier, Eve; Sapp, Craig; Shanahan, Daniel",The Cognitive and Affective Correlates of Rhythmic Complexity,380,Canada
Thursday,15,3,3,2,Rhythm,"Kaplan, Thomas; Jamone, Lorenzo; Pearce, Marcus",Modelling the Influence of Rhythm Production on Meter Perception,218,United Kingdom
Thursday,15,3,3,3,Rhythm,"Wöllner, Clemens; Hammerschmidt, David","Tapping to hip-hop: How cognitive load, arousal, and musical meter shape perceived time",341,9999
Thursday,15,6,C,1,A concert performance of Hindustani and Carnatic music (C),"Ganguli, Kaustuv; Varadarajan, Suguna",A concert performance of Hindustani and Carnatic music,2004,NA
Thursday,16,1,K,1,Keynote,"Norgaard, Martin; Vergara, Victor M.; Beaty, Roger E.; Miller, Robyn L.",Connectivity of Brain Functional Domains during Jazz Improvisation,629,United States
Thursday,17,6,C,1,The Yorkshire Programming Ensemble: an Algo-concert (C),"Kirkbride, Ryan",The Yorkshire Programming Ensemble: an Algo- concert,2006,NA
Friday,"23
(Thurs)",1,1,1,Affect,"Koh, Eunjeong; Dubnov, Shlomo",Understanding Affective Aspects of Music Using Deep Audio Embeddings,579,United States
Friday,"23
(Thurs)",1,1,2,Affect,"Belfi, Amy M.; Moreno, Georgina; Gugliano, Maria; Neill, Claire",Musical reward across the lifespan,198,USA
Friday,"23
(Thurs)",1,1,3,Affect,"Correa, Juan Pablo; Saucedo, Arely Marián; Fajardo, Erick Gabriel",Effects of oral introductions upon the perception of two contrasting pieces,323,MÈxico
Friday,"23
(Thurs)",2,2,1,Music & Well- Being,"Kang, Hyun-Jung",Participation in Amateur Orchestra and Subjective Well-Being in Korea,356,Korea
Friday,"23
(Thurs)",2,2,2,Music & Well- Being,"Di Nucci, Liz; Davidson, Jane W",Investigating the musical and wellbeing benefits of one-to-one piano/keyboard lessons for older adults,454,Australia
Friday,"23
(Thurs)",2,2,3,Music & Well- Being,"Good, Arla; Russo, Frank",Sociobiological benefits of group singing in older adults,730,Canada
Friday,"23
(Thurs)",3,3,1,Learning,"White, Christopher W; Lee, Seung Suk; Moreton, Elliott; Pater, Joe; Pertsova, Katya; Prickett, Brandon; Sanders, Lisa",Learning to Identify Exact and Palindromic Repetitions in Pentatonic Melodies,630,9999
Friday,"23
(Thurs)",3,3,2,Learning,"Stambaugh, Laura Ann; Bryan, Carolyn J.",A Multi-Modal Investigation of Performing Articulation,311,United States
Friday,"23
(Thurs)",3,3,3,Learning,"Pomerleau-Turcotte, Justine; Moreno Sala, Maria Teresa; Dubé, Francis; Vachon, François",Sight-singing: A close look at strategy use with eye- tracking,317,Canada
Friday,"23
(Thurs)",4,4,1,Timbre,"Ammirante, Paolo",Is melodic expectancy vocally constrained?,293,9999
Friday,"23
(Thurs)",4,4,2,Timbre,"Reymore, Lindsey",Characterizing prototypical musical instrument timbres with Timbre Trait Profiles,240,Canada
Friday,0,1,Pa,1,Affect (P),"Hardy, Anthony Michael",Biopsychological Effects of Tampered Music Across Levels of Musical Training,232,United States
Friday,0,1,Pa,2,Affect (P),"Mallik, Adiel; Thomson, Zoe; Russo, Frank",The effect of an affective music-based mood regulation system and auditory beat stimulation on anxiety,733,9999
Friday,0,1,Pa,3,Affect (P),"Allan, Amalia","Looks Can Be Deceiving: Affect Perception in Boys’, Girls’, and Mixed Children’s Choir Performances",655,USA
Friday,0,1,Pa,4,Affect (P),"Rodríguez, Alelí; Flores, Enrique O.",Affective responses to psychoacoustic timbre elements of the operatic voice,604,9999
Friday,0,1,Pa,5,Affect (P),"Cho, Eun; Duarte-García, Mario A.; Sigal-Sefchovich, Jorge R.; Chagas, Paulo C.",Music-evoked nostalgia and prosocial behavior: A cross-sectional study in the United States and Mexico,403,USA
Friday,0,2,Pb,1,Music and language (P),"Liang, Angela; Taft, Marcus",The relationship between early musical training and L2 language processing in adult bilinguals,144,Australia
Friday,0,2,Pb,2,Music and language (P),"Kim, Sunghun; Park, Woolim",On the Approach of <Tonality Colour Wheel> focused on the Visual Perspectives,186,1
Friday,0,2,Pb,3,Music and language (P),"Mora-Silva, Francisco; Peréz-Acosta, Gabriela",Mentalization and self in jazz improvisation,662,9999
Friday,0,2,Pb,4,Music and language (P),"Salcedo, Daniel; Simchy-Gross, Rhimmon","Echoic Memory, Temporal Regularity, and the Speech-to-Song Illusion",284,United States
Friday,0,2,Pb,5,Music and language (P),"Street, Laura E.; Spyra, Joanna; Woolhouse, Matthew",Syntactic Parallelism Between Music and Language in Relation to Key Memorization,631,Canada
Friday,0,3,Pc,1,Music education and informal learning (P),"MacDonald, Jordan J.; Wilbiks, Jonathan",NA,594,Canada
Friday,0,3,Pc,2,Music education and informal learning (P),"Williams, Susan G.; Van Ketel, Joram E.; Schaefer, Rebecca S.","Musical practice with External Focus: Effects of
attention on musicians’ skill acquisition",638,United States
Friday,0,3,Pc,3,Music education and informal learning (P),"Guerrero, Coral Italú; Jiménez, Luis",Structural and Functional Neurocognitive Changes of Deaf Children After Rhythm Musical Training,223,9999
Friday,0,4,Pc,4,Pitch (P),"Lenchitz, Jordan Ira",A Repertoire-Agnostic Model of Spectral Fission,430,United States
Friday,0,4,Pc,5,Pitch (P),"Hopkins, Erin Jennifer",The Pitch Map Task: A Novel Tool for Visualizing Spatial Pitch Associations,219,USA
Friday,0,4,Pc,6,Pitch (P),"Bruschi, Michael",The Social Psychology of Consonance and Dissonance,327,United States
Friday,1,1,1,1,Perception and attention,"Stover, Brandon Jeffrey",The Dopple-Grain: Materiality of Foreign Language Vocality,514,United States
Friday,1,1,1,2,Perception and attention,"Daphne, Tan; Brown, Jenine; Michelle, Lin",A context-sensitive analysis of pre-dominant chords in Mozart,254,9999
Friday,1,1,1,3,Perception and attention,"Springer, D. Gregory; Silvey, Brian A.",Effects of Focus of Attention Instructions on Listeners’ Evaluations of Solo Instrumental Performance,257,United States
Friday,1,3,3,1,Pitch,"Creel, Sarah C; Obiri-Yeboah, Michael; Rose, Sharon",Tone language-to-music transfer effects do not appear in Akan,692,United States
Friday,1,3,3,2,Pitch,"Honda, Chihiro; Pruitt, Tim; Greenspon, Emma; Liu, Fang; Pfordresher, Peter Q.",The effects of long-term experience with a tonal language and music on pitch imitation,381,USA
Friday,1,5,S,1,A Cultural Psychological Perspective to Music Preference in Contemporary Society (S),"Liew, Kongmeng",Symposium: A Cultural Psychological Perspective to Music Preference in Contemporary Society,451,Japan
Friday,1,5,S,2,A Cultural Psychological Perspective to Music Preference in Contemporary Society (S),"Liew, Kongmeng; Uchida, Yukiko; Koh, Alethea H. Q.",Spotify's energy feature is associated with collectivism across cultures,447,Japan
Friday,1,5,S,3,A Cultural Psychological Perspective to Music Preference in Contemporary Society (S),"Cachia, Julie Y. A.; Tsai, Jeanne L.",Cultural Differences in the Emotional Content of Popular Love Songs: A Comparison of U.S. and Japan,429,United States
Friday,2,5,S,1,A Cultural Psychological Perspective to Music Preference in Contemporary Society (S),"Fram, Noah R.; Tsai, Jeanne L.; Liew, Kongmeng; Uchida, Yukiko","Cultural variation in music-evoked emotions, emotional regulation, and the parametrization of affect",456,USA
Friday,2,5,S,2,A Cultural Psychological Perspective to Music Preference in Contemporary Society (S),"Krause, Amanda E.; Baker, David J.; Groarke, Jenny; Pereira, Ana I.; Liew, Kongmeng; Anglada-Tort, Manuel; Steffens, Jochen",A global investigation of music listening practices: The influence of country latitude and seasons on music preferences.,582,Australia
Friday,5,1,1,1,Covid19,"Crooke, Alexander Hew Dale; Davidson, Jane; DeNora, Tia; Hara, Mariko","“Everybody was just suddenly, like, not connecting”: early impacts of social distancing on artist’s social capital",450,Australia
Friday,5,1,1,2,Covid19,"Loveridge, Ben",A comparison of singing in virtual reality and video conferencing,507,Australia
Friday,5,2,2,1,Music Techonology (Online Streaming),"Hanji, Shivani; Goyal, Yash; Alluri, Vinoo",Exploring gender-specific music preferences associated with risk for depression on online music streaming platforms,606,India
Friday,5,2,2,2,Music Techonology (Online Streaming),"Goyal, Yash; Alluri, Vinoo",Artist2Risk: Predicting Depression Risk based on Artist Preferences,413,India
Friday,5,2,2,3,Music Techonology (Online Streaming),"Goyal, Yash; Hanji, Shivani; Carlson, Emily; Alluri, Vinoo",Tag-based and acoustic-feature based emotions associated with online music consumption and Personality,498,India
Friday,6,1,1,1,Covid19,"Davidson, Jane W.; Krause, Amanda E.",The transactional culture of chamber music performance now and into the future,700,Australia
Friday,6,1,1,2,Covid19,"Kiernan, Frederic; Davidson, Jane W.",Music as a tool for adaptation and connection during the COVID-19 lockdowns in Australia,717,Australia
Friday,6,2,2,2,Music Techonology (Emotion from Language),"Yadav, Pranshi; Kala, Divy; Mankodi, Nisarg; Hanji, Shivani; Alluri, Vinoo",Sing Me a Story: Background Music Generation for Books,536,India
Friday,6,2,2,3,Music Techonology (Emotion from Language),"Agarwal, Rajat; Singh, Ravinder; Toiviainen, Petri; Alluri, Vinoo",Music emotion recognition from lyrics using Transformers-Capsule network,719,India
Friday,8,1,1,1,EEG,"Todd, Neil Philip; Keller, Peter E; Govender, Sendhil; Colebatch, James",Effects of stimulus intensity and frequency on the force and timing of sensorimotor synchronisation,438,Australia
Friday,8,1,1,2,EEG,"Sakamoto, Shu; Matsushita, Karin; Kobayashi, Atsuya; Shimizu, Risa; Aoyama, Atsushi",Oscillatory activity in multiple neural processes related to auditory imagery,523,Japan
Friday,8,1,1,3,EEG,"Boasson, Amos David; Vishne, Gal; Deouell, Leon; Granot, Roni","Rapid Responses to Auditory Frequency Change, Its Magnitude and Direction – from Brain to Action",626,Israel
Friday,8,2,2,1,Music & Health (Clinical),"Yoo, Ga Eul",Can music facilitate the attending to others during interpersonal synchronization? An eye tracking study with adolescents with ASD,670,South Korea
Friday,8,2,2,3,Music & Health (Clinical),"Chee, Zhong Jian; Leung, Yvonne; de Vries, Marieke","Musical Sophistication and its Relationship with Executive Functions, Autistic Traits and Quality of Life",211,Malaysia
Friday,8,3,3,1,"Harmony across cultures, styles","Athanasopoulos, George; Eerola, Tuomas; Lahdelma, Imre; Kaliakatsos-Papakostas, Maximos; Damjanovic, Ljubica",The influence of harmonic background of melody to perceived emotions: a cross-cultural study between Western and NW Pakistani listeners,265,Greece
Friday,8,3,3,2,"Harmony across cultures, styles","Lahdelma, Imre; Athanasopoulos, George; Eerola, Tuomas",Harmony’s Sweetness is in the Ear of the Beholder: Comparing the Perception of Chords Across UK and Pakistani Listeners,252,UK
Friday,8,3,3,3,"Harmony across cultures, styles","Bernardes, Gilberto; Ramoneda, Pedro; Miron, Marius",Unveiling High-level Discriminant Harmonic Descriptors of Musical Style in the Tonal Interval Space,421,Portugal
Friday,8,4,4,1,Rhythm [Best paper],"Hammerschmidt, David; Wöllner, Clemens","Spontaneous motor tempo: Investigating chronobiology, stress, and musicality using an experience sampling method",369,Germany
Friday,8,4,4,2,Rhythm,"Wen, Olivia Xin; Weineck, Kristin; Henry, Molly J.",Consistency and diversity in preferred tempo across sound categories,499,Germany
Friday,8,5,S,1,Interdisciplinary perspectives on contemporary music (S),"Bogunovic, Blanka",Symposia - Interdisciplinary Perspective on Contemporary Music,646,Serbia
Friday,8,5,S,2,Interdisciplinary perspectives on contemporary music (S),"Kiš Žuvela, Sanja",Classical Musical Topoi in Contemporary Art Music: An Exploratory Study,562,9999
Friday,8,5,S,3,Interdisciplinary perspectives on contemporary music (S),"Nogaj, Anna A.",21st century musical pieces: Perceived by music performers,705,Poland
Friday,8,5,S,4,Interdisciplinary perspectives on contemporary music (S),"Žauhar, Valnea; Bajšanski, Igor; Crnjanski, Dunja; Dmitrović, Nicole; Dražul, Ana; Matić,
Aleksandra",Memorizing contemporary piano music piece: comparison between professional and student performance,427,9999
Friday,8,5,S,5,Interdisciplinary perspectives on contemporary music (S),"Tomić, Marija Z.","Flutist’s Body and Voice between the East and the West – on Interpretation of the ""Voice"" (1971) by Toru Takemitsu",228,9999
Friday,9,5,S,1,Interdisciplinary perspectives on contemporary music (S),"Nikolić, Sanela; Miladinović, Ivana","Aesthetic experience of contemporary art music –
case study",548,9999
Friday,9,5,S,2,Interdisciplinary perspectives on contemporary music (S),"Bogunovic, Blanka",Cognitive processes in composing music,559,Serbia
Friday,9,1,1,1,EEG,"Bharadwaj, Sushrutha; Hegde, Shantala; Dutt, Narayana; Prem Rajan, Anand",Entropy and Fractal dimensions can be used to distinguish happy and sad emotions induced by North Indian Classical Music,706,9999
Friday,9,1,1,3,EEG,"Kunikullaya Ubrangala, Kirthana; Sasidharan, Arun; Srinivasa, Rakshith; Vijayadas; Kunnavil, Radhika; Goturu, Jaisri; Prakash, Vadagenahalli S.; Murthy, Nandagudi Srinivasa",Influence of listening to three chosen Indian melodic scales on EEG power spectrum among young healthy individuals – a randomized controlled trial,267,9999
Friday,9,2,2,2,Music & Health (Clinical),"Gothwal, Mohit; Hegde, Shantala","Deficits in rhythm perception and neurocognitive
deficits in Parkinson’s disease",441,India
Friday,9,2,2,3,Music & Health (Clinical),"Mittal, Anant; Subramanian, Sidhant; Gulati, Kankan; Bhargava, Hemanth; Chaturvedi, SK; Andrade, Chittaranjan; Gangadhar, B N; Alluri, Vinoo; Hegde, Shantala",Assessing the validity of the Healthy-Unhealthy Music Scale in patients with depression: A study from India,294,India
Friday,9,3,3,2,Pitch syntax learning,"Benetti, Lucia; Costa-Giomi, Eugenia",A corpus study of song melodies in one infant’s music environment: Variation and consistency in information for learning of tonal organization,475,Hungary
Friday,9,3,3,3,Pitch syntax learning,"Harasim, Daniel; O'Donnell, Timothy J.; Rohrmeier, Martin",The Learnability of Hierarchical Grammars for Chord Sequences: A Corpus Study of Jazz Harmony,503,Germany
Friday,9,4,4,1,Music during Covid,"Gibbs, Hannah Jennet; Egermann, Hauke","Music-Evoked Nostalgia and Wellbeing During the United Kingdom COVID-19 Pandemic: Content, Subjective Effects and Function",365,United Kingdom
Friday,9,4,4,2,Music during Covid,"Nordengen, Hanne Myklebost","Affective responses to music listening before, during, and after COVID-19 lockdown: An experience sampling study",122,Norge
Friday,9,4,4,3,Music during Covid,"Szikora-Kiss, Luca; Linnell, Karina J",The sounds of quarantine: musical engagement and well-being during Covid-19,710,9999
Friday,10,1,1,1,EEG,"Pandey, Pankaj; Ahmad, Nashra; Miyapuram, Krishna Prasad; Lomas, Derek",Visualizing Individual Differences in EEG responses to music,479,india
Friday,10,1,1,3,EEG,"Ahmad, Nashra; Pandey, Pankaj; Miyapuram, Krishna Prasad",Neural Correlates of Consonant and Dissonant Musical Chords,480,India
Friday,10,2,2,2,Imagery,"Dukic, Helena; Parncutt, Richard",Elicitation of visual imagery in a narrative form in Guided Imagery and Music sessions,627,Croatia
Friday,10,2,2,3,Imagery,"Hashim, Sarah; Stewart, Lauren; Küssner, Mats B.; Omigie, Diana",Evaluating the Consistency and Thematic Content of Music-Induced Visual Mental Imagery,668,United Kingdom
Friday,10,3,3,2,Music syntax perception,"Mihelac, Lorena; Povh, Janez; Wiggins, Geraint Anthony","Segmentation of melody: a comparison of segmentation between children, musical experts and IDyOM",123,SLOVENIA
Friday,10,3,3,3,Music syntax perception,"Cecchetti, Gabriele; Herff, Steffen A.; Rohrmeier, Martin A.",Musical syntactic revision in the perception of melodies,351,Switzerland
Friday,10,4,4,1,Music therapy,"Douglass-Kirk, Pedro; Grierson, Mick; Ward, Nick S; Brander, Fran; Kelly, Kate; Chegwidden, Will; Shivji, Dhiren; Stewart, Lauren",Reducing Compensatory Movements in Stroke Rehabilitation with the Aid of Auditory Feedback,538,United Kingdom
Friday,10,4,4,2,Music therapy,"Howlin, Claire Anne; Rooney, Brendan",Musical Integration and Cognitive Agency predict chronic pain patient's expectation of analgesic benefits from self-chosen music,405,Ireland
Friday,10,6,C,1,Concert of Azerbaijani music (C),"Alieva, Imina",Concert of Azerbaijani music,2007,NA
Friday,11,1,1,1,Neuroscience,"Haiduk, Felix; Benjamin, Lucas; Zatorre, Robert; Morillon, Benjamin; Albouy, Philippe",Spectrotemporal cues and attention modulate neural networks for speech and music,546,Austria
Friday,11,1,1,2,Neuroscience,"Mencke, Iris; Quiroga-Martinez, David; Omigie, Diana; Michalareas, Georgios; Schwarzacher, Franz; Haumann, Niels Trusbak; Vuust, Peter; Brattico, Elvira",Prediction Under Uncertainty: Dissociating Sensory from Cognitive Expectations in Highly Uncertain Musical Contexts,602,Germany
Friday,11,2,2,1,Imagery,"Schleicher, Carina; Küssner, Mats B.",Seeing with the mind's eye: The influence of narrative congruence on visual imagery and emotions during music listening,396,Germany
Friday,11,2,2,2,Imagery,"Ulor, Michelle; Bailes, Freya; O'Connor, Daryl",The Effects of Voluntary Musical Imagery on Anxiety and Mood,283,United Kingdom
Friday,11,3,3,1,Emotion and cognition,"Kim, Aimee Jeehae; Chong, Hyun Ju",The influence of musical expression of emotions on conscious emotion regulation during music listening,522,1
Friday,11,3,3,2,Emotion and cognition,"Randall, William M.; Baltazar, Margarida; Saarikallio, Suvi",Success in reaching short-term emotion regulation goals during music listening,571,9999
Friday,11,4,4,1,Classifying Music (Covid & Memory),"Kalustian, Kework K.; Ruth, Nicolas",“Evacuate the Dancefloor”: Exploring and Classifying Spotify Music Listening Before and During the COVID-19 Pandemic in DACH Countries,227,Germany
Friday,11,4,4,2,Classifying Music (Covid & Memory),"Kalustian, Kework K.",Spotify Streaming Before and During the First Wave of the COVID-19 Pandemic in Germany: Compared and Predicted,659,Germany
Friday,11,5,S,1,Creating experiences of togetherness (S),"Hansen, Niels Chr.; Ee, Carolyn; Vuust, Peter; Keller, Peter",How oxytocin modulates subjective and objective togetherness in sensorimotor synchronization,415,Denmark
Friday,11,5,S,2,Creating experiences of togetherness (S),"Dotov, Dobromir; Delasanta, Lana; Cameron, Daniel J; Large, Edward; Trainor, Laurel",The role of collective dynamics in interpersonal interaction revealed by a group drumming tasks,449,Canada
Friday,11,5,S,3,Creating experiences of togetherness (S),"Keller, Peter; König, Rasmus; Novembre, Giacomo","Social communicative functions of the singer’s
formant in choral music",463,United States
Friday,11,5,S,4,Creating experiences of togetherness (S),"Begel, Valentin; Demos, Alexander P.; Palmer, Caroline",Do we make good partners? Delay-coupling models of auditory-motor synchronization in a turn-taking context.,525,9999
Friday,12,5,S,1,Creating experiences of togetherness (S),"Bishop, Laura; Gonzalez Sanchez, Victor; Laeng, Bruno; Jensenius, Alexander Refsum; Høffding, Simon",Social context affects head motion and gaze in string quartet rehearsal and concert performances,570,Norway
Friday,12,5,S,2,Creating experiences of togetherness (S),"D'Amario, Sara; Bishop, Laura; Goebl, Werner; Niemand, Anna",Judging Togetherness in Point-Light Displays of Professional Duo Performances,584,9999
Friday,12,5,S,3,Creating experiences of togetherness (S),"Bishop, Laura; D'Amario, Sara",Creating experiences of togetherness,632,Norway
Friday,13,1,1,1,Learning,"Herff, Steffen A.; Spalding, Zane; Prince, Jon B.",Mood Biases: Interactions between mood scales and stimulus valence predict learning of chord sequences,360,Switzerland
Friday,13,1,1,2,Learning,"Neto, Pedro A. S. O.; Cui, Anja X.; Rojas, Paula; Vanzella, Patricia; Cuddy, Lola L.",The new interval: scale steps as an alternative to frequency ratios,236,9999
Friday,13,2,2,1,Music & Health (Clinical),"Kanagala, Sai charan; Gabińska, Anna",Music Anhedonia: An exploration into empathy deficit in music reward,613,INDIA
Friday,13,2,2,2,Music & Health (Clinical),"Chandrasekar, Shradha; Pai, Keshava",Music vs. Progressive Muscle Relaxation: A Pilot Study To Compare Effectiveness On Alcohol Craving Reduction,126,India
Friday,13,2,2,3,Music & Health (Clinical),"DIOUF LEWIS, Jenny",Analysis of music-based interventions for improving reading skills in children with dyslexia and related reading disabilities.,497,South Korea
Friday,13,3,3,1,Rhythm - swing,"Corcoran, Christopher; Frieler, Klaus","The swing continuum: Analysing jazz soloists’ swing
eighths using the Weimar Jazz Database",230,Denmark
Friday,13,3,3,2,Rhythm - swing,"Friberg, Anders; Gulz, Torbjörn; Wettebrandt, Claes",Computer tools for modeling swing timing interactions in a jazz ensemble,595,Sweden
Friday,13,3,3,3,Rhythm - swing,"Danielsen, Anne; Langerød, Martin Torvik; Nymoen, Kristian; London, Justin",Genre expertise modulates timing perception and micro-level synchronization to auditory stimuli,391,Norway
Friday,13,5,S,1,The researcher in creative spaces (W),"Levstek, Maruša",The researcher in creative spaces,2028,NA
Friday,13,6,W,1,ESCOM Annual General Meeting,"Timmers, Renee",ESCOM Annual General Meeting,2008,NA
Friday,14,1,1,1,"Pitch ability - enhanced, impaired","Loutrari, Ariadne; Ansell, Kathryn; Beaman, Philip; Jiang, Cunmei; Liu, Fang",Auditory imagery in congenital amusia,558,UK
Friday,14,1,1,2,"Pitch ability - enhanced, impaired","Li, Yike; Creel, Sarah",Tone language enhances consistency in pitch production across domain,453,Germany
Friday,14,2,2,1,Music preferences,"Kopiez, Reinhard; Weigang, Jan; Platz, Friedrich; Düvel, Nina",Holbrook & Schindler’s (1989) “Song-Specific Age”: Little Evidence for Lifelong Influence of Age-Specific Musical Preferences,209,Germany
Friday,14,2,2,2,Music preferences,"Anglada-Tort, Manuel; Masters, Nikhil; Steffens, Jochen; Müllensiefen, Daniel",The Behavioural Economics of Music: A framework for investigating music decision making,332,Germany
Friday,14,3,3,1,"Consonance, tonal stability","Will, Johanna; Roeske, Christina; Degé, Franziska",Innate or acquired preference for consonance?,331,Germany
Friday,14,3,3,2,"Consonance, tonal stability","Moss, Fabian C.; Herff, Steffen A.; Rohrmeier, Martin",Modeling perceived tonal stability of individual and aggregated listener responses,272,Switzerland
Friday,14,3,3,3,"Consonance, tonal stability","Fudolig, Mikaela Irene; Hiraoka, Takayuki; Jo, Hang-Hyun; Savage, Patrick E.",Bursty behavior in classical music,286,United States
Friday,14,4,4,1,Music higher education,"van Ketel, Joram E.; Schaefer, Rebecca S.; Williams, Susan G.",Self-Regulated learning in Conservatoire students: Comparing beliefs and behaviour,681,the Netherlands
Friday,14,4,4,2,Music higher education,"Phillips, Keith Richard; Sætre, Jon Helge; Habron, John",Work Integrated Learning in the Music Academy,666,1
Friday,14,5,S,1,Carl Stumpf and his contemporary relevance (S),"Ebeling, Martin",Tone psychology is not psycho-acoustics,154,Germany
Friday,14,5,S,2,Carl Stumpf and his contemporary relevance (S),"Ebeling, Martin",Tonal fusion,155,Germany
Friday,14,5,S,3,Carl Stumpf and his contemporary relevance (S),"Heinze, Maria; Stolzenburg, Frieder",Harmony Cognition by Neural Transformation - An Analysis by EEG,159,Germany / Netherlands
Friday,14,5,S,4,Carl Stumpf and his contemporary relevance (S),"Kowal-Gradl, Reinhard","The concept of a „just-noticeable difference“ in the context of Carl Stumpf and its relation to the human body, its perception and expression.",161,÷sterreich
Friday,14,5,S,5,Carl Stumpf and his contemporary relevance (S),"Sloboda, John Anthony; Ebeling, Martin; Heinze, Maria (3,4); Stolzenberg, Frieder; Kowal-Gradl, Reinhard",Symposium on Carl Stumpf and his contemporary relevance,160,United Kingdom
Friday,14,7,W,1,Getting published (BA),"Tan, Siu-Lan",Getting published,2017,NA
Friday,15,1,K,1,Keynote,"Sanfilippo, Katie Rose M.; McConnell, Bonnie; Darboe, Buba; Huma, Hajara B.; Gaye, Malick; Ceesay, Hassoum; Ramchandani, Paul; Cross, Ian; Cornelius, Victoria; Glover, Vivette; Stewart, Lauren",Testing a community-led music intervention to support antenatal mental health in The Gambia,145,United Kingdom
Friday,16,1,Pa,1,Imagery & Memory (P),"Herget, Ann-Kristin; Schramm, Holger; Haas, Christina; Polifka, Alina","Exploratory Study on Nostalgic Associations Induced
by Familiar Title Songs of Children’s Television Series",684,Germany
Friday,16,1,Pa,2,Imagery & Memory (P),"Liebscher, Frank; Sammler, Daniela",Effects of Retro Sequential Practice (RSP) on Piano Skill Acquisition,153,Germany
Friday,16,1,Pa,3,Imagery & Memory (P),"Bowmer, Alice; Mason, Kathryn",Response timing relates to accuracy on a motor inhibition task in young children.,578,UK
Friday,16,1,Pa,4,Imagery & Memory (P),"Ávila-Cascajares, Fátima Sofía; Pérez-Acosta, Gabriela; Porta García, Miguel Ángel",Musicians and non-musicians performance in musical and verbal auditory Sternberg tasks,603,9999
Friday,16,1,Pa,5,Imagery & Memory: Nature of Cognition (P),"Besada, José L.; Pagán Cánovas, Cristóbal",Grounding time in contemporary compositional practices: Some evidence towards a theoretical model,221,Spain
Friday,16,1,Pa,6,Imagery & Memory: Nature of Cognition (P),"Wanke, Riccardo; Santarcangelo, Vincenzo",Memory as the aspatial domain for the perception of certain genres of contemporary art music,374,Portugal
Friday,16,1,Pb,1,Imagery & Memory: Nature of Cognition (P),"Völker, Juliane",Measuring Emotional Music Experience: Spreading Activation and BRECVEMA Mechanisms,139,9999
Friday,16,1,Pd,6,Imagery (P),"Burgess, Samantha; Camara Halac, Fede; Shanahan, Daniel",Visual Cues as an Aid in the Auditory Stream Segregation of Music,680,USA
Friday,16,2,Pb,2,Individual differences (P),"Clemente, Ana; Kaplan, Thomas M.; Pearce, Marcus T.",Free Exploration and Free Play in Music,316,Sweden
Friday,16,2,Pb,3,Individual differences (P),"Iversen, John Rehner; Aftreth, Joel; Hiraga, Rumi",The BEAT test: Assessing fundamental temporal perceptual-motor skills in Deaf and Hard of Hearing and hearing students,676,9999
